Номер уровня;здоровье;ячейка 0;ячейка 1;ячейка 2;ячейка 3;ячейка 4;ячейка 5;ячейка 6;ячейка 7;ячейка 8;ячейка 9
3;71;pistol 0;;;;;;;;;
